p10_2,p4_1,niv,gra,p4_15,p8_5,p9_9,p11_6_08,p11_6_11,p11_4_3,p11_4_5,p11_8_1,p10_1_3,p10_1_5,pd4_10_8,p12_4_3,p12_3_1,p12_3_2
2,27,3,3,,,,2,2,,,,2,2,1,1,3,5
2,44,3,1,1.0,,,2,2,2.0,2.0,,1,1,1,2,3,3
2,64,2,3,,,,2,2,,,,2,2,1,1,4,5
2,48,3,3,,,,2,2,,,,2,2,1,1,4,5
2,59,2,3,,,,2,2,,,,1,1,1,2,4,4
2,43,2,6,5.0,,,2,2,2.0,2.0,,2,1,1,2,4,3
2,73,3,1,,,,2,2,,,,2,2,1,1,3,5
2,78,2,6,,,,2,2,,,,2,2,1,1,4,4
2,27,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
1,31,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,4,4,4
2,33,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,2
2,98,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,25,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,26,3,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,74,2,5,,,,2,2,,,,1,1,1,2,4,4
2,39,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,40,2,6,,,,2,2,,,,1,1,1,2,3,5
1,54,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
1,37,3,3,1.0,,,2,2,2.0,2.0,2.0,1,1,1,2,4,3
2,79,7,3,,,,2,2,,,,1,1,1,1,4,5
2,56,6,1,,,,1,2,,,,2,1,1,1,3,5
2,18,6,3,,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,52,2,6,5.0,,,2,2,3.0,3.0,2.0,2,2,1,1,4,4
1,19,8,2,,,,2,2,,,,2,1,1,1,2,2
2,59,2,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,30,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,24,8,1,,,,2,2,,,,1,1,1,1,3,5
2,29,8,4,5.0,,,2,2,,,,2,2,1,1,4,5
2,40,3,3,,,,1,2,,,,2,2,1,1,3,5
2,33,8,4,1.0,,,2,2,,,,2,2,1,1,4,4
2,56,2,3,,,,2,2,,,,1,1,1,1,2,4
2,49,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,5
2,58,2,6,2.0,,,2,2,2.0,2.0,,2,2,1,3,4,3
1,32,6,2,,,,2,2,,,2.0,1,1,1,2,2,5
2,17,6,2,,,,2,2,2.0,2.0,,1,1,1,2,4,2
1,48,0,0,5.0,,,2,2,,,,1,1,1,2,4,5
2,48,2,6,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,24,0,0,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,4
2,60,2,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
1,29,3,3,,,,2,2,2.0,2.0,,2,1,1,1,3,5
2,65,8,3,4.0,,,2,2,,,,1,1,1,1,4,3
2,27,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,27,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,31,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,4,4
2,27,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,19,2,6,1.0,,,2,2,,,,2,2,1,1,1,4
2,42,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,50,2,6,,,,2,2,,,,1,1,1,1,3,5
2,53,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,5
2,27,3,3,,,,2,2,,,,2,2,1,2,3,5
2,17,6,3,1.0,,,2,2,,,,2,1,1,1,4,3
2,34,8,2,1.0,,,2,2,1.0,2.0,,1,1,1,1,3,1
2,70,0,0,,,,2,2,,,,2,1,2,1,4,5
1,59,3,3,5.0,,,2,2,3.0,3.0,,1,1,1,1,4,5
2,26,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,30,3,3,,,,2,2,,,,2,2,1,1,4,5
1,73,2,6,,,,2,2,,,2.0,2,2,1,1,4,9
2,23,2,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,51,2,6,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,36,6,3,5.0,,,2,2,2.0,2.0,,2,1,1,1,1,1
2,43,2,6,5.0,,,2,2,2.0,2.0,,1,1,1,1,2,3
2,40,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,25,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,47,6,3,,,,2,2,,,,2,2,1,1,3,5
2,40,6,3,,,,2,2,,,,2,1,1,1,3,5
2,37,2,6,,,,2,2,,,,1,1,1,1,2,5
2,17,6,3,,,,2,2,,,,2,1,1,1,2,5
2,63,2,4,5.0,,,2,2,2.0,2.0,2.0,2,1,1,1,1,3
2,60,2,6,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,38,2,6,,,,1,2,,,,1,1,1,4,4,5
2,34,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,25,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,37,2,6,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,25,2,4,,,,2,2,,,,2,2,1,1,4,5
1,26,2,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,15,6,1,,,,2,2,,,,1,1,1,3,2,2
2,27,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,52,3,1,,,,1,2,,,,1,2,1,1,4,5
2,32,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,43,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,35,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,17,2,6,,,,2,2,,,,1,1,1,1,3,5
2,42,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,16,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,41,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
1,40,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,52,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,42,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,65,8,4,,,,2,2,,,,1,1,1,1,4,5
2,25,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,34,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
1,48,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,39,3,3,,,,2,2,,,,2,2,1,1,4,5
2,57,2,6,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,40,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,20,3,3,,,,2,2,,,,2,2,1,1,3,5
2,21,6,3,5.0,,,2,2,,,,2,2,1,1,3,5
2,26,2,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,4,1
2,24,6,1,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,4
2,18,3,3,,,,2,2,,,,2,2,1,1,4,5
2,40,6,2,,2.0,,2,2,,,,2,2,1,1,2,5
1,30,3,3,,,,2,2,,,,1,2,1,1,4,5
2,16,3,3,,,,2,2,,,,1,2,1,1,3,5
2,15,3,3,,,,2,2,2.0,2.0,,2,2,1,1,2,1
2,21,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,3,2,3
2,20,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,16,3,3,,,,2,2,,,,2,2,1,1,3,4
2,47,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,3,1
2,36,6,2,1.0,2.0,,2,2,1.0,2.0,,1,1,1,1,4,3
1,39,7,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,1
2,57,2,4,,,,2,2,,,,1,2,1,2,3,5
2,31,2,6,5.0,,,2,2,2.0,2.0,,2,2,1,3,3,4
2,37,8,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,55,3,3,5.0,,,2,2,3.0,3.0,,1,2,1,1,3,5
2,53,8,2,5.0,,,2,2,,,,2,2,1,1,4,5
2,49,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,58,3,3,,,,2,2,,,,1,1,1,1,2,5
2,34,3,3,1.0,,,2,2,,,,2,2,1,1,3,2
2,74,8,4,,,,2,2,,,,1,2,1,1,1,5
2,34,3,3,,,,2,2,,,,2,2,1,1,3,5
2,30,6,2,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,45,3,2,,,,2,2,,,,2,2,1,1,1,5
1,47,2,6,5.0,,,2,2,3.0,3.0,,1,1,1,2,3,5
2,41,2,6,1.0,,,2,2,2.0,2.0,2.0,1,2,1,1,3,3
2,24,3,3,2.0,,,2,2,2.0,2.0,,2,1,1,1,5,4
2,86,2,3,,,,2,2,,,,1,1,1,1,2,5
2,50,2,6,2.0,,,2,2,,,,2,2,1,1,4,5
2,21,3,3,,,,2,2,,,,1,2,1,1,3,5
2,27,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,48,2,6,1.0,,,2,2,,,2.0,1,1,1,1,3,4
2,39,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,29,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,5,5,4
2,27,3,3,,,,2,2,,,,1,2,1,1,4,5
2,89,2,1,,,,2,2,,,,1,2,1,1,5,5
2,78,2,3,5.0,,,2,2,3.0,3.0,2.0,1,1,1,1,3,5
2,18,8,1,1.0,,,2,2,,,,2,2,1,1,2,3
2,24,6,2,5.0,,,2,2,,,,1,1,1,1,1,1
2,23,8,3,1.0,,,2,2,,,,2,2,1,1,4,1
2,52,6,1,1.0,,,2,2,,,,2,1,1,1,1,4
2,28,3,3,5.0,,,2,2,3.0,3.0,2.0,2,2,1,1,4,5
2,21,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,2
2,78,0,0,5.0,,,2,2,3.0,3.0,,2,2,1,1,5,5
2,31,6,1,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,2
2,59,5,2,,,,2,2,,,,2,2,1,1,2,5
2,45,3,3,,,,2,2,,,,2,2,1,1,2,5
2,77,2,4,,,,2,2,,,,2,2,1,1,4,5
2,30,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,2,3
2,67,2,4,5.0,,,2,2,3.0,2.0,2.0,2,2,1,1,4,5
1,45,8,4,,,,2,2,,,,1,2,1,4,4,5
2,27,3,3,,,,2,2,,,,2,1,1,1,4,5
1,54,2,2,,,,2,2,,,,1,1,1,2,4,5
2,57,2,3,2.0,,,2,2,2.0,2.0,2.0,2,2,1,1,3,3
1,20,6,1,2.0,,,2,2,1.0,2.0,,1,1,1,2,1,1
2,37,3,3,,,,2,2,2.0,2.0,,2,2,1,1,1,5
2,41,3,1,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,2
2,33,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,28,3,1,2.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,35,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,36,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,4,4,4
2,24,6,2,5.0,,,2,2,,,,1,1,1,1,3,5
2,66,2,3,,,,2,2,,,,1,1,1,1,4,5
1,36,3,3,5.0,,,2,2,2.0,2.0,2.0,1,1,2,1,3,5
2,77,0,0,,,,2,2,,,2.0,2,2,1,2,4,4
2,23,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,33,6,3,1.0,,,2,2,1.0,2.0,,2,1,1,1,4,4
2,32,3,3,1.0,,,2,2,2.0,1.0,,2,2,1,2,3,1
2,45,3,3,1.0,,,2,2,,,,2,2,1,1,4,4
2,16,6,1,,,,2,2,,,,2,2,1,1,2,2
2,39,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,48,2,4,,,,2,2,,,2.0,1,1,1,1,4,5
2,22,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,1
2,29,3,1,2.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,38,3,3,,,,2,2,,,2.0,2,2,1,1,3,5
2,32,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,56,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,54,3,2,2.0,,,2,2,2.0,2.0,,1,1,1,4,4,1
2,52,2,2,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,40,3,1,2.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,30,8,1,1.0,,,2,2,2.0,2.0,,2,2,1,3,4,2
2,51,0,0,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,27,3,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,19,3,1,,,,2,2,2.0,2.0,,2,1,2,1,4,5
2,25,3,3,,,,2,2,,,2.0,1,2,1,1,3,5
2,22,3,3,,,,2,2,,,2.0,1,1,1,1,3,5
2,20,3,3,2.0,,,2,2,,,,2,2,1,1,2,3
1,56,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,2,2,3
2,31,8,4,1.0,,,2,2,2.0,2.0,2.0,2,1,1,1,4,4
2,69,2,3,5.0,,,2,2,,,2.0,2,2,1,2,4,5
2,74,2,1,,,,2,2,,,,2,2,1,1,4,5
2,18,6,3,,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,43,3,2,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,62,2,6,,,,2,2,,,,1,1,1,1,2,5
2,75,2,5,,,,2,2,,,,2,2,2,2,2,5
2,39,3,3,5.0,,,2,2,2.0,2.0,2.0,2,1,1,2,4,4
2,45,2,6,1.0,,,2,2,2.0,2.0,,2,1,1,2,3,4
2,43,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,3
2,42,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,1
1,55,2,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,48,2,6,5.0,,,2,2,2.0,2.0,,1,2,1,1,4,3
2,34,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,58,3,3,,,,2,2,,,,2,2,1,2,3,5
2,59,2,2,5.0,,,1,2,2.0,2.0,,1,1,1,1,3,4
2,25,3,3,1.0,,,2,2,,,,2,2,1,1,3,3
2,17,3,3,,,,2,2,,,,2,1,1,1,4,5
2,39,3,3,5.0,,,2,2,2.0,2.0,,2,1,1,3,3,4
2,36,0,0,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,27,2,2,,,,2,2,,,2.0,1,1,1,3,4,5
1,53,2,6,,,,2,2,,,2.0,1,1,1,1,4,5
2,47,2,2,,,,2,2,,,,2,2,1,1,4,5
2,62,6,3,,,,2,2,,,,2,2,1,1,3,5
2,35,8,1,,,,2,2,,,,1,2,1,1,4,5
2,39,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,4
2,37,3,3,,,,2,2,,,,1,1,1,1,3,5
2,35,8,4,4.0,,,2,2,2.0,2.0,,2,1,1,1,2,4
2,56,10,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,3
2,55,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,2
1,29,10,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,3,2
1,45,8,3,,,,2,2,,,,1,1,1,1,4,5
2,52,3,3,5.0,,,2,2,2.0,2.0,,1,2,1,1,1,4
2,64,7,3,,,,2,2,,,,2,1,1,1,4,4
2,32,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,20,8,3,,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,32,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,26,10,2,5.0,,,2,2,2.0,2.0,2.0,2,2,1,1,1,1
1,22,7,3,1.0,1.0,,2,1,2.0,2.0,,2,1,1,1,4,3
2,56,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,21,8,3,,,,2,2,,,,2,1,1,1,3,3
2,52,6,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,5,4
1,27,8,5,1.0,,,2,2,2.0,2.0,2.0,1,1,1,4,3,3
2,31,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,23,8,4,6.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
1,71,2,6,,,,2,2,,,2.0,1,1,1,1,4,5
1,82,0,0,,,,2,2,,,,1,1,1,1,4,5
1,44,3,2,5.0,,,1,2,2.0,2.0,2.0,2,2,1,1,4,2
2,63,3,2,5.0,,,2,2,3.0,3.0,2.0,1,1,3,1,2,5
2,40,8,4,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,39,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,50,6,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,3
2,60,3,3,,,,2,2,,,2.0,1,1,1,1,3,5
2,48,2,6,,,,2,2,,,,2,2,1,1,1,5
2,81,3,3,,,,2,2,,,2.0,2,1,1,1,4,5
2,24,6,3,,,,2,2,,,2.0,1,1,1,1,2,5
2,26,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
1,27,3,2,1.0,,,2,2,,,,1,1,1,3,3,3
2,67,2,6,,,,2,2,,,2.0,1,1,1,1,4,5
2,21,8,1,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,3
2,17,6,3,1.0,2.0,,2,2,2.0,2.0,2.0,1,1,1,2,3,4
2,15,3,3,,,,1,2,,,,2,1,1,1,2,2
2,69,6,1,,,,2,2,,,,2,2,1,1,3,5
2,58,0,0,1.0,,,2,2,2.0,2.0,,1,1,1,3,4,4
1,59,7,3,,,,2,2,,,,1,1,1,1,1,5
2,55,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,16,3,3,,,,2,2,,,,2,2,1,1,2,5
2,40,6,3,,,,2,2,,,,2,2,1,2,2,3
2,50,2,3,5.0,,,2,2,,,,2,2,1,1,4,3
2,70,2,5,5.0,,,2,2,,,,2,2,1,1,4,4
2,27,8,5,,,,2,2,,,,2,2,1,1,1,1
2,58,3,2,5.0,,,2,2,,,,2,2,1,1,5,4
2,60,6,3,,,,2,2,,,,2,2,2,2,3,5
2,20,8,3,5.0,,,2,2,2.0,2.0,,1,2,1,1,3,4
1,18,6,3,,2.0,,1,2,,,2.0,2,1,2,2,4,4
1,22,8,4,1.0,,,2,2,1.0,2.0,,1,1,1,2,3,3
2,27,0,0,,,,2,2,,,,2,2,2,1,4,5
2,43,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,69,2,6,,,,2,2,,,,2,2,1,1,1,5
2,25,3,3,,,,2,2,,,,2,2,1,1,4,5
2,74,2,6,,,,2,2,,,,2,1,1,1,4,5
2,23,8,4,,,,2,2,,,,2,1,1,1,2,5
2,79,0,0,,,,2,2,,,,1,2,1,1,4,5
2,31,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,44,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,75,2,5,,,,2,2,,,,1,1,1,1,4,5
1,51,6,3,5.0,2.0,,2,2,2.0,2.0,,1,1,1,2,2,2
1,37,6,1,1.0,,,2,2,2.0,2.0,,1,1,3,1,4,4
2,51,7,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,44,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,4
2,30,10,3,,,,2,2,,,,2,2,1,1,4,5
1,43,3,2,,,,1,2,,,,1,2,1,3,1,5
2,63,6,3,,,,2,2,,,2.0,2,2,1,1,1,5
2,44,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,91,2,6,,,,2,2,,,,1,2,1,1,4,5
2,68,3,3,,,,2,2,,,,2,2,1,1,4,5
1,32,8,2,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,30,8,4,,,,2,2,2.0,2.0,,1,1,1,1,4,5
2,43,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,49,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,59,2,6,,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,22,8,2,1.0,,,2,2,2.0,2.0,,1,2,1,1,2,1
2,57,6,3,5.0,,,2,2,3.0,3.0,,2,2,1,1,4,4
2,55,5,3,,,,2,2,,,,2,2,1,1,3,5
2,28,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,3,4,1
2,29,8,4,4.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,68,10,2,,,,2,2,,,2.0,1,2,1,1,2,5
2,45,3,3,1.0,,,2,2,2.0,2.0,2.0,2,1,1,1,4,4
2,31,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,67,8,5,,,,2,2,,,,2,2,1,1,4,5
2,75,2,6,,,,2,2,,,,2,2,1,1,4,5
2,45,8,4,5.0,,,2,2,2.0,2.0,,2,1,1,1,1,1
2,44,6,3,5.0,,,2,2,,,,2,2,1,1,1,1
2,28,8,3,,,,2,2,,,,2,1,1,1,3,5
2,71,2,4,5.0,,,2,2,,,,2,1,1,1,4,4
2,60,6,3,,,,2,2,,,,2,2,1,1,2,5
2,51,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,3,3
2,27,3,3,5.0,,,1,2,,,,1,2,1,2,4,1
2,36,6,3,,,,2,2,,,,2,2,1,1,1,5
2,65,6,3,6.0,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,18,3,3,,,,2,2,2.0,2.0,,1,1,1,1,3,2
1,44,8,4,1.0,,,1,2,1.0,1.0,,1,1,1,1,1,1
2,48,6,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,1,1
2,46,8,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,21,6,3,,,,2,2,,,,2,2,1,1,4,4
2,54,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,51,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,46,7,2,5.0,,,2,2,,,,1,1,1,1,4,4
2,71,8,5,,,,2,2,,,,2,2,1,1,2,5
2,46,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,59,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,50,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,3
2,27,2,6,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,60,3,3,1.0,,,2,2,,,,2,2,1,1,4,4
2,19,8,1,,,,2,2,,,2.0,2,2,1,2,2,2
2,39,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,16,6,1,,,,2,2,,,,2,1,1,1,4,2
2,64,10,2,,,,1,2,,,,2,2,1,1,1,5
2,73,2,1,,,,2,2,,,,2,2,1,1,3,5
2,20,6,3,5.0,,,2,2,2.0,2.0,,2,1,1,2,4,5
1,16,3,3,,1.0,,1,2,,,2.0,1,1,2,3,3,1
2,29,2,6,,,,2,2,,,,2,2,1,1,1,5
2,57,3,3,1.0,,,2,2,,,,2,2,1,1,4,3
2,69,2,6,,,,2,2,2.0,2.0,,1,1,1,1,4,5
2,56,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,1
1,46,6,1,,,,2,2,2.0,2.0,,1,1,1,5,5,4
2,77,3,3,,,,2,2,,,,2,2,1,1,4,5
2,45,8,5,1.0,,,2,2,,,2.0,2,2,1,3,3,3
2,64,8,5,,,,2,2,,,,2,1,1,1,1,5
2,23,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,49,6,3,,,,2,2,,,,2,1,1,1,1,5
2,51,6,3,5.0,,,2,2,3.0,3.0,,2,1,1,2,4,4
2,61,7,3,,,,2,2,,,,2,2,1,1,4,5
1,28,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,2,3,3
2,24,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,19,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,49,3,3,,,,2,2,,,,2,2,1,1,3,5
2,48,3,3,,,,2,2,,,,1,1,1,1,1,5
2,39,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,38,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,30,10,2,,1.0,,2,2,,,,2,1,1,1,1,2
2,61,7,3,5.0,,,2,2,,,,2,2,1,1,2,4
2,52,3,3,5.0,,,2,2,,,,2,2,1,1,2,4
2,57,6,3,1.0,2.0,,2,2,,,2.0,2,2,1,1,2,2
2,43,6,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,59,8,4,,,,2,2,,,,2,1,1,1,3,5
2,33,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,81,8,3,,,,2,2,,,2.0,2,1,1,1,2,5
2,37,8,4,5.0,,,2,2,3.0,2.0,,1,2,1,2,3,1
2,59,8,4,5.0,,,2,2,,,,2,2,1,1,2,2
2,38,8,4,5.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,3
2,57,6,3,5.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,51,10,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,44,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
1,48,6,3,4.0,,,2,2,,,,1,1,1,1,1,3
2,34,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
1,55,7,3,1.0,,,2,2,2.0,2.0,,1,1,2,1,2,2
2,23,6,3,1.0,,,2,2,1.0,1.0,,1,1,1,2,3,3
2,42,7,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,34,3,2,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,42,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,78,2,6,,,,2,2,,,2.0,1,1,1,1,1,5
1,22,3,3,1.0,2.0,,2,2,2.0,2.0,,1,1,1,2,3,3
2,23,3,3,,,,2,2,,,,2,2,1,2,3,5
2,39,3,3,,,,2,2,2.0,2.0,,2,1,1,1,1,5
2,16,3,2,,,,2,2,,,,2,2,1,1,1,1
2,86,8,3,,,,2,2,,,,2,2,1,1,1,5
2,65,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,55,8,5,,,,2,2,,,,2,1,1,1,1,5
2,26,8,4,5.0,,,2,2,1.0,1.0,,1,1,1,1,2,1
2,51,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,20,6,3,1.0,,,1,2,1.0,1.0,,1,1,1,3,4,4
2,54,7,3,,,,1,2,,,2.0,2,2,1,2,4,5
2,52,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,1
2,40,10,2,1.0,2.0,,1,2,2.0,2.0,,2,1,1,1,1,2
2,26,8,5,1.0,2.0,,1,2,2.0,2.0,,2,2,1,1,3,3
2,53,10,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,28,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,5,5
1,42,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,37,7,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,1,1
1,39,8,4,,2.0,,2,2,,,,1,1,1,1,3,5
2,26,8,4,5.0,,,2,2,1.0,2.0,,1,1,1,1,4,1
